Chapter,Pattern,Page,Type,Kanji,Kana,Meaning
3,36,70,Example,地下鉄とバスと、どっちが便利ですか。地下鉄のほうが便利ですよ。,ちかてつとバスと、どっちがべんりですか。ちかてつのほうがべんりですよ。,"Which is more convenient, the subway or the bus? The subway is more convenient, by far."
3,36,71,Practice,この紙とその紙と、どちらが厚いですか。その紙のほうが厚いです。,このかみとそのかみと、どちらがあついですか。そのかみのほうがあついです。,"Which is thicker, this paper or that paper? That paper is thicker."
3,36,71,Practice,今日の試験と昨日の（試験）と、どちらが難しかったですか。今日の試験のほうが難しかったですよ。,きょうのしけんときのうの（しけん）と、どちらがむずかしかったですか。きょうのしけんのほうがむずかしかったですよ。,"Which was more difficult, today's exam or yesterday's (exam)? Today's exam was more difficult, for sure."
3,36,71,Practice,明子（さん）と恵子（さん）と、どっちが社交的ですか。恵子（さん）のほうが社交的でしょう。,あきこ（さん）とけいこ（さん）と、どっちがしゃこうてきですか。けいこ（さん）のほうがしゃこうてきでしょう。,"Who is more sociable, Akiko or Keiko? Keiko is more sociable, I guess."
3,37,71,Pattern,この３つの中で、どれが一番丈夫ですか。この赤いのが一番丈夫でしょう。,このみっつのなかで、どれがいちばんじょうぶですか。このあかいのがいちばんじょうぶでしょう。,"Of these three, which is the most durable? This red one is probably the most durable."
3,37,72,Example,この機械の中で、どれが一番新しいですか。その大きいのが一番新しいです。,このきかいのなかで、どれがいちばんあたらしいですか。そのおおきいのがいちばんあたらしいです。,"Of these machines, which one is the newest? That big one is the newest."
3,37,72,Example,新入社員の中で、だれが一番有望ですか。山川さんが一番有望でしょう。,しんにゅうしゃいんのなかで、だれがいちばんゆうぼうですか。やまかわさんがいちばんゆうぼうでしょう。,"Of all our new employees, who is the most promising? Ms. Yamakawa is probably the most promising."
3,37,73,Example,トム（さん）とビル（さん）とサラ（さん）の中で、だれが一番勤勉ですか。サラ（さん）が一番勤勉です。,トム（さん）とビル（さん）とサラ（さん）のなかで、だれがいちばんきんべんですか。サラ（さん）がいちばんきんべんです。,"Who is the most diligent—Tom, Bill, or Sarah? Sarah is the most industrious."
3,37,73,Practice,この器具の中で、どれが一番使いやすいですか。この軽いのが一番使いやすいです。,このきぐのなかで、どれがいちばんつかいやすいですか。このかるいのがいちばんつかいやすいです。,"Of these utensils, which one is the easiest to use? This light one is the easiest to use."
3,37,74,Practice,この作文の中で、どれが一番いいですか。その短いのが一番いいでしょう。,このさくぶんのなかで、どれがいちばんいいですか。そのみじかいのがいちばんいいでしょう。,"Among these compositions, which one is the best? That short one is probably the best."
3,37,74,Practice,由紀子（さん）と、幸子（さん）と、みどり（さん）の中で、だれが一番勤勉ですか。みどり（さん）が一番勤勉です。,ゆきこ（さん）と、さちこ（さん）と、みどり（さん）のなかで、だれがいちばんきんべんですか。みどり（さん）がいちばんきんべんです。,"Who is the most diligent—Yukiko, Sachiko, or Midori? Midori is the most diligent."
3,38,74,Pattern,この画家はピカソ（と同じ）くらい有名だ/有名です。,このがかはピカソ（とおなじ）くらいゆうめいだ/ゆうめいです。,This painter is about as famous as Picasso.
3,38,74,Example,今ニューヨークは東京（と同じ）くらい蒸し暑いです。,いまニューヨークはとうきょう（とおなじ）くらいむしあついです。,New York is about as humid as Tokyo now.
3,38,74,Example,弟は僕（と同じ）ぐらい背が高い。,おとうとはぼく（とおなじ）ぐらいせがたかい。,My little brother is about as tall as me.
3,38,75,Example,この時計はその時計（と同じ）ぐらい正確だ。,このとけいはそのとけい（とおなじ）ぐらいせいかくだ。,This watch is about as accurate as that one.
3,38,75,Practice,この指輪はダイヤモンド（と同じ）くらい高い/高いです。,このゆびわはダイヤモンド（とおなじ）くらいたかい/たかいです。,This ring is about as expensive as a diamond.
3,38,75,Practice,この小説はその小説（と同じ）ぐらいつまらない/つまらないです。,このしょうせつはそのしょうせつ（とおなじ）ぐらいつまらない/つまらないです。,This novel is about as boring as that one.
3,38,75,Practice,その山道はこの道（と同じ）ぐらい安全だ/安全です。,そのやまみちはこのみち（とおなじ）ぐらいあんぜんだ/あんぜんです。,That mountain road is about as safe as this road.
3,39,75,Pattern,このかばんはそのかばんほど重くない/重くありません。,このかばんはそのかばんほどおもくない/おもくありません。,This briefcase is not as heavy as that one.
3,39,76,Example,このレポートは和田さんのレポートほど詳しくありません。,このレポートはわださんのレポートほどくわしくありません。,This report is not as detailed as Ms. Wada's report.
3,39,76,Example,この問題はその問題ほど大切ではありません。,このもんだいはそのもんだいほどたいせつではありません。,This problem is not as important as that one.
3,39,76,Example,この犬は私の犬ほど賢くない。,このいぬはわたしのいぬほどかしこくない。,This dog is not as intelligent as my dog.
3,39,77,Practice,このコートはその茶色の（コート）ほど柔らかくない/柔らかくありません。,このコートはそのちゃいろの（コート）ほどやわらかくない/やわらかくありません。,This coat is not as soft as that brown one.
3,39,77,Practice,このコンピューターは前の（コンピューター）ほど高くない/高くありません。,このコンピューターはまえの（コンピューター）ほどたかくない/たかくありません。,This computer is not as expensive as my old one.
3,39,77,Practice,私は姉ほど細くない/細くありません。,わたしはあねほどほそくない/ほそくありません。,I am not as thin as my older sister.
4,40,78,Pattern,彼は毎朝６時に起きる/起きます。,かれはまいあさろくじにおきる/おきます。,He gets up at 6 o'clock every morning.
4,40,79,Example,コンサートは午後８時に始まる。,コンサートはごごはちじにはじまる。,The concert starts at 8 P.M.
4,40,79,Example,課長は月曜日に出掛けます。,かちょうはげつようびにでかけます。,The section chief will leave on Monday.
4,40,79,Example,佐川さんは来週来ます。,さがわさんはらいしゅうきます。,Mr. Sagawa will come next week.
4,40,79,Example,私達は春（に）旅行します。,わたしたちははる（に）りょこうします。,We travel in spring. / We will take a trip in the spring.
4,40,80,Practice,学校は何時に始まりますか。,がっこうはなんじにはじまりますか。,What time does school begin?
4,40,80,Practice,銀行は９時に開く/開きます。,ぎんこうはくじにあく/あきます。,The bank opens at 9 o'clock.
4,40,80,Practice,部長は明日出張する/出張します。,ぶちょうはあしたしゅっちょうする/しゅっちょうします。,The department head will make a business trip tomorrow.
4,40,80,Practice,子供は毎晩８時に寝る/寝ます。,こどもはまいばんはちじにねる/ねます。,The child goes to bed at 8 o'clock every night.
4,41,80,Pattern,食堂で朝ご飯を食べる/食べます。,しょくどうであさごはんをたべる/たべます。,I eat breakfast in the dining room.
4,41,81,Example,ジェフさんは図書館で新聞を読みます。,ジェフさんはとしょかんでしんぶんをよみます。,Jeff reads newspapers in the library.
4,41,81,Example,午後講堂で映画がある。,ごごこうどうでえいががある。,There will be a movie in the auditorium in the afternoon.
4,41,81,Example,この件は、後で調べます。,このけんは、あとでしらべます。,"As for this matter, I'll check into it later."
4,41,82,Practice,ジム（さん）は友達の家で宿題をする/します。,ジム（さん）はともだちのうちでしゅくだいをする/します。,Jim does his homework at his friend's house.
4,41,82,Practice,このホールで時々コンサートがある/あります。,このホールでときどきコンサートがある/あります。,There are sometimes concerts in this hall.
4,41,82,Practice,私達は居間でテレビを見る/見ます。,わたしたちはいまでテレビをみる/みます。,We watch TV in the living room.
4,41,82,Practice,昼ご飯は、教室で食べる/食べます。,ひるごはんは、きょうしつでたべる/たべます。,"As for lunch, I eat it in the classroom."
4,42,82,Pattern,酒井さんはコーヒーは飲まない/飲みません。,さかいさんはコーヒーはのまない/のみません。,Mr. Sakai doesn't drink coffee. (IMPLYING: But he drinks tea.)
4,42,82,Example,阿部さんは韓国語は話しません。,あべさんはかんこくごははなしません。,"Mr. Abe doesn't speak Korean. (IMPLYING: But he speaks Chinese, etc.)"
4,42,83,Example,小崎先生は数学は教えない。,おざきせんせいはすうがくはおしえない。,"Professor Ozaki doesn't teach mathematics. (IMPLYING: But he teaches science, etc.)"
4,42,83,Example,正子（さん）はテニスはします。ゴルフはしません。,まさこ（さん）はテニスはします。ゴルフはしません。,Masako plays tennis. She doesn't play golf.
4,42,83,Practice,あの店で肉は買わない/買いません。,あのみせでにくはかわない/かいません。,"I don't buy meat at that store. (IMPLYING: I buy fish, etc. there.)"
4,42,83,Practice,彼女はワインは飲む/飲みます。ビールは飲まない/飲みません。,かのじょはワインはのむ/のみます。ビールはのまない/のみません。,She drinks wine. She doesn't drink beer.
4,42,83,Practice,妹は赤いセーターは着ない/着ません。,いもうとはあかいセーターはきない/きません。,My younger sister doesn't wear red sweaters. (IMPLYING: But she wears sweaters of other colors.)
4,43,84,Pattern,チャールズ（さん）は毎日自転車で学校へ/に来る/来ます。,チャールズ（さん）はまいにちじてんしゃでがっこうへ/にくる/きます。,Charles comes to school by bicycle every day.
4,43,84,Example,ヒルさんは来週車でテキサスへ帰る。,ヒルさんはらいしゅうくるまでテキサスへかえる。,Mr. Hill will return (home) to Texas by car next week.
4,43,84,Example,ヘレンさんはどこへ行きますか。,ヘレンさんはどこへいきますか。,Where is Helen going?
4,43,84,Example,来年の夏、船でハワイに行きます。,らいねんのなつ、ふねでハワイにいきます。,We are going to Hawaii by boat next summer.
4,43,85,Example,午後、銀行へ行きます。郵便局へは行きません。,ごご、ぎんこうへいきます。ゆうびんきょくへはいきません。,This afternoon I'll go to the bank. Not to the post office.
4,43,85,Practice,観光バスでどこへ行きますか。,かんこうバスでどこへいきますか。,Where are you going by the sightseeing bus?
4,43,85,Practice,彼は毎日電車で会社に来る/来ます。車では来ない/来ません。,かれはまいにちでんしゃでかいしゃにくる/きます。くるまではこない/きません。,He comes to the office by train every day. Not by car.
4,43,85,Practice,明日の朝、９時の飛行機で博多へ行く/行きます。,あしたのあさ、くじのひこうきではかたへいく/いきます。,I'm going to Hakata on the 9 o'clock plane tomorrow morning.
4,44,85,Pattern,朝８時に家を出る/出ます。,あさはちじにうちをでる/でます。,I leave home at 8 o'clock in the morning.
4,44,86,Example,ビルは来年大学を卒業する。,ビルはらいねんだいがくをそつぎょうする。,Bill will graduate from college next year.
4,44,86,Example,木下さんは新宿で電車を降ります。,きのしたさんはしんじゅくででんしゃをおります。,Mr. Kinoshita gets off the train at Shinjuku.
4,44,86,Example,何時にホテルをチェックアウトしますか。,なんじにホテルをチェックアウトしますか。,What time will you check out of the hotel?
4,44,86,Practice,林さんは３月に会社を辞める/辞めます。,はやしさんはさんがつにかいしゃをやめる/やめます。,Ms. Hayashi will quit the company in March.
4,44,86,Practice,バスは何時にホテルを出ますか。,バスはなんじにホテルをでますか。,What time does the bus leave the hotel?
4,45,87,Pattern,ジョン（さん）は日本の会社に入る/入ります。,ジョン（さん）はにほんのかいしゃにはいる/はいります。,John will enter a Japanese company.
4,45,87,Example,駅前でバスに乗ります。,えきまえでバスにのります。,I get on the bus in front of the station.
4,45,87,Example,サムはもうすぐ柔道クラブに入る。,サムはもうすぐじゅうどうクラブにはいる。,"Sam will join (literally, ""enter"") the judo club soon."
4,45,87,Example,ホワイトさんは今晩空港に着く。,ホワイトさんはこんばんくうこうにつく。,Mr. White will arrive at the airport this evening.
4,45,87,Example,急行はどのホームに着きますか。６番ホームです。,きゅうこうはどのホームにつきますか。ろくばんホームです。,On which platform does the express (train) arrive? It's platform No. 6.
4,45,88,Practice,息子は来春幼稚園に入る/入ります。,むすこはらいしゅんようちえんにはいる/はいります。,My son will enter kindergarten next spring.
4,45,88,Practice,時々虫が部屋に入る/入ります。,ときどきむしがへやにはいる/はいります。,Sometimes bugs come into my room.
4,45,88,Practice,飛行機はどのゲートに着きますか。８番ゲートです。,ひこうきはどのゲートにつきますか。はちばんゲートです。,At which gate does the airplane arrive? Gate No. 8.
4,46,88,Pattern,今出掛けるところだ/です。,いまでかけるところだ/です。,I am just about to go out.
4,46,89,Example,母は朝ご飯を食べるところです。,はははあさごはんをたべるところです。,My mother is just about to eat breakfast.
4,46,89,Example,船は港に入るところだ。,ふねはみなとにはいるところだ。,The ship is just about to enter the port.
4,46,89,Example,乗客はバスを降りるところです。,じょうきゃくはバスをおりるところです。,The passengers are just about to get off the bus.
4,46,89,Practice,今CDを聞くところだ/です。,いまシーディーをきくところだ/です。,I am just about to listen to a CD.
4,46,89,Practice,電車は駅を出るところだ/です。,でんしゃはえきをでるところだ/です。,The train is about to leave the station.
4,46,89,Practice,学生は講堂に入るところだ/です。,がくせいはこうどうにはいるところだ/です。,The students are just about to enter the auditorium.
4,47,90,Pattern,先月友達と旅行した/旅行しました。,せんげつともだちとりょこうした/りょこうしました。,I traveled with my friend last month.
4,47,90,Example,子供と一緒に遊園地へ行きました。,こどもといっしょにゆうえんちへいきました。,I went to the amusement park with the children.
4,47,90,Example,宏は公園で犬と遊んだ。,ひろしはこうえんでいぬとあそんだ。,Hiroshi played with a dog in the park.
4,47,90,Example,ゆうべフランクとレストランで食事をした。,ゆうべフランクとレストランでしょくじをした。,Last night I had a meal with Frank at a restaurant.
4,47,90,Example,みどりさんは去年アメリカ人と結婚しました。,みどりさんはきょねんアメリカじんとけっこんしました。,Midori married an American last year.
4,47,91,Practice,土曜日に兄とテニスをした/しました。,どようびにあにとテニスをした/しました。,I played tennis with my older brother on Saturday.
4,47,91,Practice,時々弟とけんかした/けんかしました。,ときどきおとうととけんかした/けんかしました。,Sometimes I fought with my younger brother.
4,47,91,Practice,ホテルのロビーで友達と話した/話しました。,ホテルのロビーでともだちとはなした/はなしました。,I talked with my friend in the lobby of the hotel.
4,48,91,Pattern,パーティーは７時から始まった/始まりました。,パーティーはしちじからはじまった/はじまりました。,The party started at 7 o'clock.
4,48,91,Pattern,動物園まで歩いた/歩きました。,どうぶつえんまであるいた/あるきました。,I walked to the zoo.
4,48,92,Example,図書館で２時から４時まで勉強しました。,としょかんでにじからよじまでべんきょうしました。,I studied in the library from 2 o'clock to 4 o'clock.
4,48,92,Example,この船はアラスカから来た。,このふねはアラスカからきた。,This ship came from Alaska.
4,48,92,Example,目黒まで地下鉄に乗りました。,めぐろまでちかてつにのりました。,I took the subway to Meguro.
4,48,92,Example,フランクさんと一緒に空港まで行きました。,フランクさんといっしょにくうこうまでいきました。,I went with Frank as far as the airport.
4,48,93,Practice,彼女は月曜日から金曜日までスーパーで働いた/働きました。,かのじょはげつようびからきんようびまでスーパーではたらいた/はたらきました。,She worked at a supermarket from Monday through Friday.
4,48,93,Practice,空港からホテルまでタクシーに乗った/乗りました。,くうこうからホテルまでタクシーにのった/のりました。,I took a taxi from the airport to the hotel.
4,48,93,Practice,この本は、初めから終わりまで読んだ/読みました。,このほんは、はじめからおわりまでよんだ/よみました。,"As for this book, I read it from beginning to end."
4,49,93,Pattern,父は今起きたところだ/です。,ちちはいまおきたところだ/です。,My father has just gotten up.
4,49,93,Example,宿題を終えたところです。,しゅくだいをおえたところです。,I have just finished my homework.
4,49,93,Example,列車はトンネルを出たところだ。,れっしゃはトンネルをでたところだ。,The train has just come out of a tunnel.
4,49,93,Example,ネルソンさんはアメリカへ帰ったところです。,ネルソンさんはアメリカへかえったところです。,Mr. Nelson has just returned (home) to America.
4,49,94,Practice,この小包は今着いたところだ/です。,このこづつみはいまついたところだ/です。,This package has just arrived.
4,49,94,Practice,新しいプロジェクトを始めたところだ/です。,あたらしいプロジェクトをはじめたところだ/です。,We have just started a new project.
4,49,94,Practice,木村さんは家を売ったところだ/です。,きむらさんはうちをうったところだ/です。,Mr. Kimura has just sold his house.
4,50,94,Pattern,その子は電気をつけたまま寝る/寝ます。,そのこはでんきをつけたままねる/ねます。,That child sleeps with the lights on.
4,50,95,Example,彼は立ったままケーキを食べた。,かれはたったままケーキをたべた。,He ate the cake standing up.
4,50,95,Example,ルームメートはよくテレビをつけたまま出掛けます。,ルームメートはよくテレビをつけたままでかけます。,My roommate often goes out leaving the TV on.
4,50,95,Example,少年は両手をポケットに入れたまま答えた。,しょうねんはりょうてをポケットにいれたままこたえた。,The boy answered with both hands in his pockets.
4,50,95,Practice,彼女はコートを着たままお茶を飲んだ/飲みました。,かのじょはコートをきたままおちゃをのんだ/のみました。,She drank tea with her coat on.
4,50,95,Practice,時々私は窓を開けたまま寝る/寝ます。,ときどきわたしはまどをあけたままねる/ねます。,Sometimes I sleep with the window open.
4,50,95,Practice,学生は帽子をかぶったまま講堂に入った/入りました。,がくせいはぼうしをかぶったままこうどうにはいった/はいりました。,The student entered the auditorium with a hat on.
4,51,96,Pattern,音楽を聞きながら勉強する/勉強します。,おんがくをききながらべんきょうする/べんきょうします。,I study while listening to music.
4,51,96,Example,鈴木さんはたばこを吸いながらレポートを読みます。,すずきさんはたばこをすいながらレポートをよみます。,Mr. Suzuki reads reports while smoking.
4,51,96,Example,ビールを飲みながら友達とテレビを見た。,ビールをのみながらともだちとテレビをみた。,I watched TV with my friend while drinking beer.
4,51,96,Example,先生はスライドを見せながら説明しました。,せんせいはスライドをみせながらせつめいしました。,The teacher explained while showing slides.
4,51,97,Practice,ダン（さん）は歩きながら言葉を覚える/覚えます。,ダン（さん）はあるきながらことばをおぼえる/おぼえます。,Dan memorizes words while walking.
4,51,97,Practice,アン（さん）は辞書を使いながら日本語で作文を書いた/書きました。,アン（さん）はじしょをつかいながらにほんごでさくぶんをかいた/かきました。,Anne wrote a composition in Japanese while using a dictionary.
4,51,97,Practice,ハンバーガーを食べながらサム（さん）と電話で話した/話しました。,ハンバーガーをたべながらサム（さん）とでんわではなした/はなしました。,I talked with Sam on the phone while eating a hamburger.
4,52,97,Pattern,桜の花は３月に咲き始める/咲き始めます。,さくらのはなはさんがつにさきはじめる/さきはじめます。,The cherry blossoms will begin to bloom in March.
4,52,97,Example,雨が降り始めました。,あめがふりはじめました。,It began to rain. / Rain began to fall.
4,52,98,Example,電車はやっと動き始めた。,でんしゃはやっとうごきはじめた。,The train finally began to move.
4,52,98,Example,ジムは道子と付き合い始めたところだ。,ジムはみちことつきあいはじめたところだ。,Jim has just started to date Michiko.
4,52,98,Practice,雪が降り始めた/降り始めました。,ゆきがふりはじめた/ふりはじめました。,It began to snow. / Snow began to fall.
4,52,98,Practice,切手を集め始めたところだ/です。,きってをあつめはじめたところだ/です。,I have just started to collect stamps.
4,52,98,Practice,明日からピアノを練習し始める/練習し始めます。,あしたからピアノをれんしゅうしはじめる/れんしゅうしはじめます。,"I will begin to practice the piano, starting tomorrow."
4,53,99,Pattern,彼はもうすぐ論文を書き終わる/書き終わります。,かれはもうすぐろんぶんをかきおわる/かきおわります。,He will finish writing his thesis soon.
4,53,99,Example,主人は朝ご飯を食べ終わりました。,しゅじんはあさごはんをたべおわりました。,My husband finished eating his breakfast.
4,53,99,Example,警察はその事件を調べ終わった。,けいさつはそのじけんをしらべおわった。,The police finished investigating the case.
4,53,99,Example,この歴史の本を読み終わったところです。,このれきしのほんをよみおわったところです。,I have just finished reading this history book.
4,53,100,Practice,彼は車を洗い終わった/洗い終わりました。,かれはくるまをあらいおわった/あらいおわりました。,He finished washing his car.
4,53,100,Practice,父は芝生を刈り終わったところだ/です。,ちちはしばふをかりおわったところだ/です。,My father has just finished mowing the lawn.
4,53,100,Practice,課長は話し終わったところだ/です。,かちょうははなしおわったところだ/です。,The section chief has just finished speaking.
4,54,100,Pattern,今朝、朝ご飯を食べなかった/食べませんでした。,けさ、あさごはんをたべなかった/たべませんでした。,I didn't eat breakfast this morning.
4,54,100,Example,木田さんは今日会社へ来ませんでした。,きださんはきょうかいしゃへきませんでした。,Mr. Kida didn't come to the office today.
4,54,101,Example,昨日デパートで買い物しなかった。,きのうデパートでかいものしなかった。,I didn't shop at the department store yesterday.
4,54,101,Example,ビルはゆうべのパーティーでベスと踊らなかった。,ビルはゆうべのパーティーでベスとおどらなかった。,Bill didn't dance with Beth at last night's party.
4,54,101,Practice,彼は週末（に）泳がなかった/泳ぎませんでした。,かれはしゅうまつ（に）およがなかった/およぎませんでした。,He didn't swim on the weekend.
4,54,101,Practice,先月は映画を見なかった/見ませんでした。,せんげつはえいがをみなかった/みませんでした。,Last month I didn't see a movie.
4,54,101,Practice,彼らはホテルのレストランで食べなかった/食べませんでした。,かれらはホテルのレストランでたべなかった/たべませんでした。,They didn't eat at the hotel's restaurant.
4,55,102,Pattern,昨日は公園へ行った/行きましたが、今日は行かなかった/行きませんでした。,きのうはこうえんへいった/いきましたが、きょうはいかなかった/いきませんでした。,"I went to the park yesterday, but not today."
4,55,102,Example,プールでは泳いだが、海では泳がなかった。,プールではおよいだが、うみではおよがなかった。,"I swam in the pool, but not in the ocean."
4,55,102,Example,姉はパリへは行きましたが、ローマへは行きませんでした。,あねはパリへはいきましたが、ローマへはいきませんでした。,"My older sister went to Paris, but not to Rome."
4,55,103,Example,須田さんは列車では旅行したが、飛行機では旅行しなかった。,すださんはれっしゃではりょこうしたが、ひこうきではりょこうしなかった。,"Mr. Suda traveled by train, but not by plane."
4,55,103,Practice,ゆうべは復習した/しましたが、今晩はしなかった/しませんでした。,ゆうべはふくしゅうした/しましたが、こんばんはしなかった/しませんでした。,"I reviewed (my lesson) last night, but not tonight."
4,55,103,Practice,彼は家では飲んだ/飲みましたが、バーでは飲まなかった/飲みませんでした。,かれはうちではのんだ/のみましたが、バーではのまなかった/のみませんでした。,"He drank at home, but not at a bar."
4,55,103,Practice,三木さんは課長とはゴルフをした/しましたが、社長とはしなかった/しませんでした。,みきさんはかちょうとはゴルフをした/しましたが、しゃちょうとはしなかった/しませんでした。,"Mr. Miki played golf with the section chief, but not with the president."
5,56,104,Pattern,今、朝ご飯を食べている/食べています。,いま、あさごはんをたべている/たべています。,I am eating breakfast right now.
5,56,104,Example,和夫は庭で犬と遊んでいる。,かずおはにわでいぬとあそんでいる。,Kazuo is playing in the yard with his dog.
5,56,104,Example,私はお茶を飲みながら音楽を聞いています。,わたしはおちゃをのみながらおんがくをきいています。,I am listening to music and drinking tea.
5,56,104,Example,田村さんはさっき電話をかけていました。,たむらさんはさっきでんわをかけていました。,Ms. Tamura was making a phone call a while ago.
5,56,105,Practice,姉は今台所でクッキーを焼いている/焼いています。,あねはいまだいどころでクッキーをやいている/やいています。,My older sister is baking cookies in the kitchen now.
5,56,105,Practice,サム（さん）は辞書を使いながら新聞を読んでいる/読んでいます。,サム（さん）はじしょをつかいながらしんぶんをよんでいる/よんでいます。,Sam is reading a newspaper and using a dictionary.
5,56,105,Practice,佐々木さんはさっきレポートを書き直していた/書き直していました。,ささきさんはさっきレポートをかきなおしていた/かきなおしていました。,Mr. Sasaki was rewriting the report a while ago.
5,57,105,Pattern,鳥が空を飛んでいる/飛んでいます。,とりがそらをとんでいる/とんでいます。,Birds are flying in the sky.
5,57,105,Example,小さい魚が川の底を泳いでいる。,ちいさいさかながかわのそこをおよいでいる。,Small fish are swimming along the bottom of the river.
5,57,106,Example,大勢の人が駅前の道を歩いていた。,おおぜいのひとがえきまえのみちをあるいていた。,Many people were walking along the street in front of the station.
5,57,106,Example,バスが橋を渡っている。,バスがはしをわたっている。,The bus is crossing the bridge.
5,57,106,Practice,かもめが海の上を飛んでいた/飛んでいました。,かもめがうみのうえをとんでいた/とんでいました。,Seagulls were flying over the ocean.
5,57,106,Practice,若い男の人が海岸を歩いている/歩いています。,わかいおとこのひとがかいがんをあるいている/あるいています。,A young man is walking along the beach.
5,57,106,Practice,車が道の左側を走っている/走っています。,くるまがみちのひだりがわをはしっている/はしっています。,Cars are running on the left side of the street.
5,58,107,Pattern,子供達はテレビを見てばかりいる/見てばかりいます。,こどもたちはテレビをみてばかりいる/みてばかりいます。,The kids are doing nothing but watching TV.
5,58,107,Example,泉さんはパーティーでビールを飲んでばかりいた。,いずみさんはパーティーでビールをのんでばかりいた。,Mr. Izumi was doing nothing but drinking beer at the party.
5,58,107,Example,ルームメートは漫画を読んでばかりいる。,ルームメートはまんがをよんでばかりいる。,My roommate is doing nothing but reading manga.
5,58,107,Example,猫は一日中ソファの上で寝てばかりいます。,ねこはいちにちじゅうソファのうえでねてばかりいます。,The cat is doing nothing but sleeping on the sofa all day long.
5,58,108,Practice,彼女は映画を見てばかりいた/見てばかりいました。,かのじょはえいがをみてばかりいた/みてばかりいました。,She was doing nothing but watching movies.
5,58,108,Practice,兄は詩を書いてばかりいた/書いてばかりいました。,あにはしをかいてばかりいた/かいてばかりいました。,My older brother was doing nothing but writing poems.
5,58,108,Practice,息子は新しいカメラで写真を撮ってばかりいる/撮ってばかりいます。,むすこはあたらしいカメラでしゃしんをとってばかりいる/とってばかりいます。,My son is doing nothing but taking pictures with his new camera.
5,59,108,Pattern,両親はボストンに住んでいる/住んでいます。,りょうしんはボストンにすんでいる/すんでいます。,My parents live in Boston.
5,59,108,Example,オルソンさんは日本の会社に勤めている。,オルソンさんはにほんのかいしゃにつとめている。,Ms. Olson works for a Japanese company.
5,59,109,Example,娘の秋子は演劇学校に行っています。,むすめのあきこはえんげきがっこうにいっています。,My daughter Akiko goes to drama school.
5,59,109,Example,ヤングさんは高校で英語を教えていた。,ヤングさんはこうこうでえいごをおしえていた。,Mr. Young was teaching English at high school.
5,59,109,Practice,私は地下鉄で大学に通っている/通っています。,わたしはちかてつでだいがくにかよっている/かよっています。,I commute to the university by subway.
5,59,109,Practice,友達の和子さんは外務省に勤めていた/勤めていました。,ともだちのかずこさんはがいむしょうにつとめていた/つとめていました。,My friend Kazuko was working for the Foreign Ministry.
5,59,109,Practice,ライスさんはどこに住んでいますか。,ライスさんはどこにすんでいますか。,Where does Mr. Rice live?
5,60,110,Pattern,会議室のドアが開いている/開いています。,かいぎしつのドアがあいている/あいています。,The door of the conference room is open.
5,60,110,Example,あそこにバスが止まっている。,あそこにバスがとまっている。,"The bus is stopped over there. (PREVIOUS ACTION: ""stop,"" ""come to a stop"")"
5,60,110,Example,久保さんは茶色の背広を着ています。,くぼさんはちゃいろのせびろをきています。,"Mr. Kubo is wearing a brown suit. (PREVIOUS ACTION: ""put on"")"
5,60,110,Example,山田さんは来ていますが、佐伯さんはまだ来ていません。,やまださんはきていますが、さえきさんはまだきていません。,"Mr. Yamada has come, but Mr. Saeki hasn't come yet."
5,60,111,Practice,子供は白い靴をはいている/はいています。,こどもはしろいくつをはいている/はいています。,The child is wearing white shoes.
5,60,111,Practice,教室の窓が閉まっている/閉まっています。,きょうしつのまどがしまっている/しまっています。,The windows of the classroom are closed.
5,60,111,Practice,兄は結婚している/していますが、弟はまだ結婚していない/していません。,あにはけっこんしている/していますが、おとうとはまだけっこんしていない/していません。,"My older brother is married, but my younger brother isn't yet."
5,61,111,Pattern,廊下の電気がつけてある/つけてあります。,ろうかのでんきがつけてある/つけてあります。,The lights in the hallway have been turned on.
5,61,111,Example,壁にポスターが張ってある。,かべにポスターがはってある。,Posters have been put on the wall.
5,61,112,Example,この部屋は掃除してあります。,このへやはそうじしてあります。,This room has been cleaned.
5,61,112,Example,このコップは洗ってあります。,このコップはあらってあります。,These cups have been washed.
5,61,112,Practice,入り口のドアは閉めてある/閉めてあります。,いりぐちのドアはしめてある/しめてあります。,"As for the door of the entrance, it has been closed."
5,61,112,Practice,黒板に漢字が書いてある/書いてあります。,こくばんにかんじがかいてある/かいてあります。,Kanji are written on the blackboard.
5,61,112,Practice,このレポートは読んである/読んであります。,このレポートはよんである/よんであります。,"As for this report, it has been read."
5,62,113,Pattern,明日のピクニックのために飲み物を買っておいた/買っておきました。,あしたのピクニックのためにのみものをかっておいた/かっておきました。,I bought drinks for tomorrow's picnic.
5,62,113,Example,前もって品物の値段を調べておきます。,まえもってしなもののねだんをしらべておきます。,I'll check the price of the article beforehand.
5,62,113,Example,レストランのテーブルを予約しておきましたよ。,レストランのテーブルをよやくしておきましたよ。,I reserved a table (for us) at the restaurant.
5,62,113,Example,彼はアメリカの友達のために日本の切手を集めておいた。,かれはアメリカのともだちのためににほんのきってをあつめておいた。,He collected Japanese stamps for his friend in America.
5,62,114,Practice,今晩のお客さまのために部屋を掃除しておいた/掃除しておきました。,こんばんのおきゃくさまのためにへやをそうじしておいた/そうじしておきました。,I cleaned the room for tonight's guests.
